 
 
#     0.0 min      -2.00     -1.50     -1.00     -0.50      0.00      0.50      1.00      1.50      2.00
   1.00E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.06E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.11E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.18E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.24E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.31E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.39E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.46E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.54E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.63E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.72E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.82E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   1.92E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   2.03E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   2.14E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   2.26E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
   2.39E-006   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000   0.00E+000
